initial_alias,converted_alias,name,description
ILMN_1657855,ENSG00000077080,ACTL6B,actin like 6B [Source:HGNC Symbol;Acc:HGNC:160]
ILMN_1657857,ENSG00000111843,TMEM14C,transmembrane protein 14C [Source:HGNC Symbol;Acc:HGNC:20952]
ILMN_1657860,ENSG00000173436,MICOS10,mitochondrial contact site and cristae organizing system subunit 10 [Source:HGNC Symbol;Acc:HGNC:32068]
ILMN_1657862,ENSG00000101444,AHCY,adenosylhomocysteinase [Source:HGNC Symbol;Acc:HGNC:343]
ILMN_1657862,ENSG00000272945,AL356299.3,novel transcript
ILMN_1657864,ENSG00000168591,TMUB2,transmembrane and ubiquitin like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28459]
ILMN_1657868,ENSG00000089163,SIRT4,sirtuin 4 [Source:HGNC Symbol;Acc:HGNC:14932]
ILMN_1657871,ENSG00000134321,RSAD2,radical S-adenosyl methionine domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30908]
ILMN_1657873,ENSG00000132953,XPO4,exportin 4 [Source:HGNC Symbol;Acc:HGNC:17796]
ILMN_1657874,ENSG00000235703,LINC00894,long intergenic non-protein coding RNA 894 [Source:HGNC Symbol;Acc:HGNC:48579]
ILMN_1657874,ENSG00000241489,AC244197.3,novel protein
ILMN_1657874,ENSG00000241769,LINC00893,long intergenic non-protein coding RNA 893 [Source:HGNC Symbol;Acc:HGNC:44265]
ILMN_1657884,ENSG00000243678,NME2,NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850]
ILMN_1657891,ENSG00000173273,TNKS,tankyrase [Source:HGNC Symbol;Acc:HGNC:11941]
ILMN_1657892,ENSG00000101916,TLR8,toll like receptor 8 [Source:HGNC Symbol;Acc:HGNC:15632]
ILMN_1657893,ENSG00000184470,TXNRD2,thioredoxin reductase 2 [Source:HGNC Symbol;Acc:HGNC:18155]
ILMN_1657898,ENSG00000100003,SEC14L2,SEC14 like lipid binding 2 [Source:HGNC Symbol;Acc:HGNC:10699]
ILMN_1657898,ENSG00000242114,MTFP1,mitochondrial fission process 1 [Source:HGNC Symbol;Acc:HGNC:26945]
ILMN_1657898,ENSG00000249590,AC004832.3,novel SEC14-like 2 (S. cerevisiae) (SEC14L2) and mitochondrial protein 18 kDa (MTP18) protein
ILMN_1657913,ENSG00000198198,SZT2,SZT2 subunit of KICSTOR complex [Source:HGNC Symbol;Acc:HGNC:29040]
ILMN_1657932,ENSG00000184956,MUC6,"mucin 6, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7517]"
ILMN_1657946,None,None,None
ILMN_1657949,ENSG00000106615,RHEB,"Ras homolog, mTORC1 binding [Source:HGNC Symbol;Acc:HGNC:10011]"
ILMN_1657949,ENSG00000229927,RHEBP1,RHEB pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10010]
ILMN_1657950,ENSG00000233778,AC104339.1,ribosomal protein S26 (RPS26) pseudogene
ILMN_1657955,ENSG00000161791,FMNL3,formin like 3 [Source:HGNC Symbol;Acc:HGNC:23698]
ILMN_1657962,ENSG00000188581,KRTAP1-1,keratin associated protein 1-1 [Source:HGNC Symbol;Acc:HGNC:16772]
ILMN_1657968,ENSG00000126934,MAP2K2,mitogen-activated protein kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:6842]
ILMN_1657977,ENSG00000148450,MSRB2,methionine sulfoxide reductase B2 [Source:HGNC Symbol;Acc:HGNC:17061]
ILMN_1657983,ENSG00000166848,TERF2IP,TERF2 interacting protein [Source:HGNC Symbol;Acc:HGNC:19246]
ILMN_1657993,ENSG00000101126,ADNP,activity dependent neuroprotector homeobox [Source:HGNC Symbol;Acc:HGNC:15766]
ILMN_1657996,ENSG00000214894,LINC00243,long intergenic non-protein coding RNA 243 [Source:HGNC Symbol;Acc:HGNC:30956]
ILMN_1658015,ENSG00000139793,MBNL2,muscleblind like splicing regulator 2 [Source:HGNC Symbol;Acc:HGNC:16746]
ILMN_1658016,ENSG00000124203,ZNF831,zinc finger protein 831 [Source:HGNC Symbol;Acc:HGNC:16167]
ILMN_1658017,ENSG00000197471,SPN,sialophorin [Source:HGNC Symbol;Acc:HGNC:11249]
ILMN_1658019,None,None,None
ILMN_1658022,None,None,None
ILMN_1658027,ENSG00000085999,RAD54L,RAD54 like [Source:HGNC Symbol;Acc:HGNC:9826]
ILMN_1658028,None,None,None
ILMN_1658033,ENSG00000179889,PDXDC1,pyridoxal dependent decarboxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28995]
ILMN_1658034,None,None,None
ILMN_1658036,None,None,None
ILMN_1658040,None,None,None
ILMN_1658044,ENSG00000248538,AC022784.1,novel transcript
ILMN_1658053,ENSG00000125971,DYNLRB1,dynein light chain roadblock-type 1 [Source:HGNC Symbol;Acc:HGNC:15468]
ILMN_1658058,None,None,None
ILMN_1658067,ENSG00000214653,HNRNPA3P3,heterogeneous nuclear ribonucleoprotein A3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39772]
ILMN_1658071,ENSG00000143153,ATP1B1,ATPase Na+/K+ transporting subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:804]
ILMN_1658072,ENSG00000266826,AC011195.3,novel protein similar to immunoglobulin (CD79A) binding protein 1 IGBP1
ILMN_1658080,ENSG00000189144,ZNF573,zinc finger protein 573 [Source:HGNC Symbol;Acc:HGNC:26420]
ILMN_1658083,ENSG00000146109,ABT1,activator of basal transcription 1 [Source:HGNC Symbol;Acc:HGNC:17369]
ILMN_1658093,ENSG00000179818,PCBP1-AS1,PCBP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42948]
ILMN_1658094,ENSG00000138311,ZNF365,zinc finger protein 365 [Source:HGNC Symbol;Acc:HGNC:18194]
ILMN_1658104,ENSG00000165572,KBTBD6,kelch repeat and BTB domain containing 6 [Source:HGNC Symbol;Acc:HGNC:25340]
ILMN_1658108,None,None,None
ILMN_1658109,ENSG00000161912,ADCY10P1,ADCY10 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44143]
ILMN_1658110,ENSG00000177150,FAM210A,family with sequence similarity 210 member A [Source:HGNC Symbol;Acc:HGNC:28346]
ILMN_1658114,ENSG00000010295,IFFO1,intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970]
ILMN_1658121,ENSG00000126759,CFP,complement factor properdin [Source:HGNC Symbol;Acc:HGNC:8864]
ILMN_1658121,ENSG00000283743,Z84466.1,novel transcript
ILMN_1658143,ENSG00000133119,RFC3,replication factor C subunit 3 [Source:HGNC Symbol;Acc:HGNC:9971]
ILMN_1658144,ENSG00000100815,TRIP11,thyroid hormone receptor interactor 11 [Source:HGNC Symbol;Acc:HGNC:12305]
ILMN_1658145,ENSG00000160007,ARHGAP35,Rho GTPase activating protein 35 [Source:HGNC Symbol;Acc:HGNC:4591]
ILMN_1658152,ENSG00000130758,MAP3K10,mitogen-activated protein kinase kinase kinase 10 [Source:HGNC Symbol;Acc:HGNC:6849]
ILMN_1658160,None,None,None
ILMN_1658173,ENSG00000196724,ZNF418,zinc finger protein 418 [Source:HGNC Symbol;Acc:HGNC:20647]
ILMN_1658175,ENSG00000100083,GGA1,"golgi associated, gamma adaptin ear containing, ARF binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17842]"
ILMN_1658176,ENSG00000160179,ABCG1,ATP binding cassette subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:73]
ILMN_1658182,ENSG00000176624,MEX3C,mex-3 RNA binding family member C [Source:HGNC Symbol;Acc:HGNC:28040]
ILMN_1658221,ENSG00000170734,POLH,DNA polymerase eta [Source:HGNC Symbol;Acc:HGNC:9181]
ILMN_1658231,ENSG00000160877,NACC1,nucleus accumbens associated 1 [Source:HGNC Symbol;Acc:HGNC:20967]
ILMN_1658232,ENSG00000089094,KDM2B,lysine demethylase 2B [Source:HGNC Symbol;Acc:HGNC:13610]
ILMN_1658237,ENSG00000112232,KHDRBS2,"KH RNA binding domain containing, signal transduction associated 2 [Source:HGNC Symbol;Acc:HGNC:18114]"
ILMN_1658247,ENSG00000089127,OAS1,2'-5'-oligoadenylate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:8086]
ILMN_1658254,None,None,None
ILMN_1658259,ENSG00000185721,DRG1,developmentally regulated GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3029]
ILMN_1658261,ENSG00000137802,MAPKBP1,mitogen-activated protein kinase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29536]
ILMN_1658271,ENSG00000160285,LSS,lanosterol synthase [Source:HGNC Symbol;Acc:HGNC:6708]
ILMN_1658283,ENSG00000215472,RPL17-C18orf32,RPL17-C18orf32 readthrough [Source:HGNC Symbol;Acc:HGNC:44661]
ILMN_1658283,ENSG00000226084,AC113935.1,ribosomal protein L17 (RPL17) pseudogene
ILMN_1658283,ENSG00000234742,AC144530.1,ribosomal protein L17 (RPL17) pseudogene
ILMN_1658283,ENSG00000265681,RPL17,ribosomal protein L17 [Source:HGNC Symbol;Acc:HGNC:10307]
ILMN_1658289,ENSG00000005448,WDR54,WD repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25770]
ILMN_1658290,ENSG00000067365,METTL22,methyltransferase like 22 [Source:HGNC Symbol;Acc:HGNC:28368]
ILMN_1658302,ENSG00000078043,PIAS2,protein inhibitor of activated STAT 2 [Source:HGNC Symbol;Acc:HGNC:17311]
ILMN_1658304,ENSG00000262484,CCER2,coiled-coil glutamate rich protein 2 [Source:HGNC Symbol;Acc:HGNC:44662]
ILMN_1658310,ENSG00000161217,PCYT1A,"phosphate cytidylyltransferase 1, choline, alpha [Source:HGNC Symbol;Acc:HGNC:8754]"
ILMN_1658327,ENSG00000198604,BAZ1A,bromodomain adjacent to zinc finger domain 1A [Source:HGNC Symbol;Acc:HGNC:960]
ILMN_1658333,ENSG00000143369,ECM1,extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3153]
ILMN_1658337,ENSG00000174574,AKIRIN1,akirin 1 [Source:HGNC Symbol;Acc:HGNC:25744]
ILMN_1658351,ENSG00000106404,CLDN15,claudin 15 [Source:HGNC Symbol;Acc:HGNC:2036]
ILMN_1658351,ENSG00000214253,FIS1,"fission, mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:21689]"
ILMN_1658363,ENSG00000230992,FAM201B,family with sequence similarity 201 member B [Source:HGNC Symbol;Acc:HGNC:27933]
ILMN_1658369,ENSG00000169836,TACR3,tachykinin receptor 3 [Source:HGNC Symbol;Acc:HGNC:11528]
ILMN_1658373,ENSG00000135473,PAN2,poly(A) specific ribonuclease subunit PAN2 [Source:HGNC Symbol;Acc:HGNC:20074]
ILMN_1658383,ENSG00000173110,HSPA6,heat shock protein family A (Hsp70) member 6 [Source:HGNC Symbol;Acc:HGNC:5239]
ILMN_1658383,ENSG00000225217,HSPA7,heat shock protein family A (Hsp70) member 7 [Source:HGNC Symbol;Acc:HGNC:5240]
ILMN_1658399,ENSG00000139187,KLRG1,killer cell lectin like receptor G1 [Source:HGNC Symbol;Acc:HGNC:6380]
ILMN_1658407,ENSG00000134802,SLC43A3,solute carrier family 43 member 3 [Source:HGNC Symbol;Acc:HGNC:17466]
ILMN_1658411,ENSG00000111642,CHD4,chromodomain helicase DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:1919]
ILMN_1658413,ENSG00000157423,HYDIN,HYDIN axonemal central pair apparatus protein [Source:HGNC Symbol;Acc:HGNC:19368]
ILMN_1658413,ENSG00000276975,HYDIN2,HYDIN axonemal central pair apparatus protein 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:33129]
ILMN_1658416,ENSG00000163319,MRPS18C,mitochondrial ribosomal protein S18C [Source:HGNC Symbol;Acc:HGNC:16633]
ILMN_1658420,ENSG00000171587,DSCAM,DS cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:3039]
ILMN_1658422,None,None,None
ILMN_1658425,ENSG00000173402,DAG1,dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666]
ILMN_1658426,ENSG00000135925,WNT10A,Wnt family member 10A [Source:HGNC Symbol;Acc:HGNC:13829]
ILMN_1658437,ENSG00000183605,SFXN4,sideroflexin 4 [Source:HGNC Symbol;Acc:HGNC:16088]
ILMN_1658439,ENSG00000113597,TRAPPC13,trafficking protein particle complex 13 [Source:HGNC Symbol;Acc:HGNC:25828]
ILMN_1658439,ENSG00000253251,SHLD3,shieldin complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:53826]
ILMN_1658452,ENSG00000174137,FAM53A,family with sequence similarity 53 member A [Source:HGNC Symbol;Acc:HGNC:31860]
ILMN_1658460,ENSG00000188529,SRSF10,serine and arginine rich splicing factor 10 [Source:HGNC Symbol;Acc:HGNC:16713]
ILMN_1658464,ENSG00000122034,GTF3A,general transcription factor IIIA [Source:HGNC Symbol;Acc:HGNC:4662]
ILMN_1658469,ENSG00000182165,TP53TG1,TP53 target 1 [Source:HGNC Symbol;Acc:HGNC:17026]
ILMN_1658472,ENSG00000117362,APH1A,"aph-1 homolog A, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:29509]"
ILMN_1658477,ENSG00000165899,OTOGL,otogelin like [Source:HGNC Symbol;Acc:HGNC:26901]
ILMN_1658480,ENSG00000205863,C1QTNF9B,C1q and TNF related 9B [Source:HGNC Symbol;Acc:HGNC:34072]
ILMN_1658480,ENSG00000240654,C1QTNF9,C1q and TNF related 9 [Source:HGNC Symbol;Acc:HGNC:28732]
ILMN_1658480,ENSG00000273167,AL359736.1,novel transcript
ILMN_1658481,ENSG00000114956,DGUOK,deoxyguanosine kinase [Source:HGNC Symbol;Acc:HGNC:2858]
ILMN_1658483,ENSG00000115008,IL1A,interleukin 1 alpha [Source:HGNC Symbol;Acc:HGNC:5991]
ILMN_1658485,ENSG00000227121,LINC02672,long intergenic non-protein coding RNA 2672 [Source:HGNC Symbol;Acc:HGNC:54159]
ILMN_1658486,ENSG00000183617,MRPL54,mitochondrial ribosomal protein L54 [Source:HGNC Symbol;Acc:HGNC:16685]
ILMN_1658491,None,None,None
ILMN_1658494,ENSG00000102760,RGCC,regulator of cell cycle [Source:HGNC Symbol;Acc:HGNC:20369]
ILMN_1658502,ENSG00000176700,SCAND2P,SCAN domain containing 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:10567]
ILMN_1658504,ENSG00000110721,CHKA,choline kinase alpha [Source:HGNC Symbol;Acc:HGNC:1937]
ILMN_1658513,ENSG00000124313,IQSEC2,IQ motif and Sec7 domain ArfGEF 2 [Source:HGNC Symbol;Acc:HGNC:29059]
ILMN_1658519,ENSG00000158296,SLC13A3,solute carrier family 13 member 3 [Source:HGNC Symbol;Acc:HGNC:14430]
ILMN_1658526,ENSG00000163785,RYK,receptor like tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:10481]
ILMN_1658531,ENSG00000137970,RPL7P9,ribosomal protein L7 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:37028]
ILMN_1658548,ENSG00000250234,AC025754.1,novel transcript
ILMN_1658563,ENSG00000204889,KRT40,keratin 40 [Source:HGNC Symbol;Acc:HGNC:26707]
ILMN_1658571,ENSG00000198155,ZNF876P,"zinc finger protein 876, pseudogene [Source:HGNC Symbol;Acc:HGNC:32472]"
ILMN_1658575,ENSG00000136542,GALNT5,polypeptide N-acetylgalactosaminyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4127]
ILMN_1658576,ENSG00000054356,PTPRN,protein tyrosine phosphatase receptor type N [Source:HGNC Symbol;Acc:HGNC:9676]
ILMN_1658579,ENSG00000108465,CDK5RAP3,CDK5 regulatory subunit associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18673]
ILMN_1658585,None,None,None
ILMN_1658599,None,None,None
ILMN_1658607,ENSG00000231607,DLEU2,deleted in lymphocytic leukemia 2 [Source:HGNC Symbol;Acc:HGNC:13748]
ILMN_1658608,None,None,None
ILMN_1658618,ENSG00000231901,AL354754.1,novel transcript
ILMN_1658621,None,None,None
ILMN_1658624,ENSG00000167671,UBXN6,UBX domain protein 6 [Source:HGNC Symbol;Acc:HGNC:14928]
ILMN_1658628,ENSG00000258512,LINC00239,long intergenic non-protein coding RNA 239 [Source:HGNC Symbol;Acc:HGNC:20119]
ILMN_1658631,None,None,None
ILMN_1658634,None,None,None
ILMN_1658636,ENSG00000020922,MRE11,"MRE11 homolog, double strand break repair nuclease [Source:HGNC Symbol;Acc:HGNC:7230]"
ILMN_1658639,ENSG00000139508,SLC46A3,solute carrier family 46 member 3 [Source:HGNC Symbol;Acc:HGNC:27501]
ILMN_1658647,None,None,None
ILMN_1658649,ENSG00000196542,SPTSSB,serine palmitoyltransferase small subunit B [Source:HGNC Symbol;Acc:HGNC:24045]
ILMN_1658675,ENSG00000107736,CDH23,cadherin related 23 [Source:HGNC Symbol;Acc:HGNC:13733]
ILMN_1658677,ENSG00000178498,DTX3,deltex E3 ubiquitin ligase 3 [Source:HGNC Symbol;Acc:HGNC:24457]
ILMN_1658678,ENSG00000166788,SAAL1,serum amyloid A like 1 [Source:HGNC Symbol;Acc:HGNC:25158]
ILMN_1658684,ENSG00000166377,ATP9B,ATPase phospholipid transporting 9B (putative) [Source:HGNC Symbol;Acc:HGNC:13541]
ILMN_1658689,ENSG00000276975,HYDIN2,HYDIN axonemal central pair apparatus protein 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:33129]
ILMN_1658695,ENSG00000143228,NUF2,NUF2 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:14621]
ILMN_1658697,ENSG00000214837,LINC01347,long intergenic non-protein coding RNA 1347 [Source:HGNC Symbol;Acc:HGNC:50566]
ILMN_1658697,ENSG00000228327,AL669831.1,general transcription factor IIi (GTF2I) pseudogene
ILMN_1658697,ENSG00000230724,LINC01001,long intergenic non-protein coding RNA 1001 [Source:HGNC Symbol;Acc:HGNC:38540]
ILMN_1658697,ENSG00000237094,AL732372.2,pseudogene similar to part of septin 14 SEPT14
ILMN_1658697,ENSG00000238035,AC138035.1,novel transcript
ILMN_1658697,ENSG00000239906,AL627309.2,novel transcript
ILMN_1658697,ENSG00000243302,AC018638.4,novel pseudogene
ILMN_1658697,ENSG00000276805,AL133216.2,general transcription factor IIi (GTF2I) pseudogene
ILMN_1658697,ENSG00000279072,AC118758.3,novel piRNA host transcript
ILMN_1658697,ENSG00000280279,AC240565.4,novel transcript
ILMN_1658702,ENSG00000124635,H2BC11,H2B clustered histone 11 [Source:HGNC Symbol;Acc:HGNC:4761]
ILMN_1658706,ENSG00000070731,ST6GALNAC2,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10867]"
ILMN_1658706,ENSG00000284526,AC015802.6,novel protein
ILMN_1658709,ENSG00000091136,LAMB1,laminin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6486]
ILMN_1658710,ENSG00000163377,TAFA4,TAFA chemokine like family member 4 [Source:HGNC Symbol;Acc:HGNC:21591]
ILMN_1658717,ENSG00000100150,DEPDC5,"DEP domain containing 5, GATOR1 subcomplex subunit [Source:HGNC Symbol;Acc:HGNC:18423]"
ILMN_1658728,ENSG00000089775,ZBTB25,zinc finger and BTB domain containing 25 [Source:HGNC Symbol;Acc:HGNC:13112]
ILMN_1658740,None,None,None
ILMN_1658743,ENSG00000137842,TMEM62,transmembrane protein 62 [Source:HGNC Symbol;Acc:HGNC:26269]
ILMN_1658743,ENSG00000166946,CCNDBP1,cyclin D1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1587]
ILMN_1658746,ENSG00000074696,HACD3,3-hydroxyacyl-CoA dehydratase 3 [Source:HGNC Symbol;Acc:HGNC:24175]
ILMN_1658748,ENSG00000230530,LIMD1-AS1,LIMD1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44107]
ILMN_1658758,None,None,None
ILMN_1658759,ENSG00000162735,PEX19,peroxisomal biogenesis factor 19 [Source:HGNC Symbol;Acc:HGNC:9713]
ILMN_1658773,ENSG00000151665,PIGF,phosphatidylinositol glycan anchor biosynthesis class F [Source:HGNC Symbol;Acc:HGNC:8962]
ILMN_1658798,ENSG00000106780,MEGF9,multiple EGF like domains 9 [Source:HGNC Symbol;Acc:HGNC:3234]
ILMN_1658800,ENSG00000096070,BRPF3,bromodomain and PHD finger containing 3 [Source:HGNC Symbol;Acc:HGNC:14256]
ILMN_1658802,ENSG00000163463,KRTCAP2,keratinocyte associated protein 2 [Source:HGNC Symbol;Acc:HGNC:28942]
ILMN_1658802,ENSG00000273088,AL713999.1,novel protein
ILMN_1658805,ENSG00000158019,BABAM2,BRISC and BRCA1 A complex member 2 [Source:HGNC Symbol;Acc:HGNC:1106]
ILMN_1658807,ENSG00000103415,HMOX2,heme oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:5014]
ILMN_1658818,ENSG00000145349,CAMK2D,calcium/calmodulin dependent protein kinase II delta [Source:HGNC Symbol;Acc:HGNC:1462]
ILMN_1658821,ENSG00000141858,SAMD1,sterile alpha motif domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17958]
ILMN_1658830,ENSG00000166272,WBP1L,WW domain binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:23510]
ILMN_1658834,ENSG00000158545,ZC3H18,zinc finger CCCH-type containing 18 [Source:HGNC Symbol;Acc:HGNC:25091]
ILMN_1658835,ENSG00000105971,CAV2,caveolin 2 [Source:HGNC Symbol;Acc:HGNC:1528]
ILMN_1658847,ENSG00000198435,NRARP,NOTCH regulated ankyrin repeat protein [Source:HGNC Symbol;Acc:HGNC:33843]
ILMN_1658853,ENSG00000163219,ARHGAP25,Rho GTPase activating protein 25 [Source:HGNC Symbol;Acc:HGNC:28951]
ILMN_1658858,ENSG00000185404,SP140L,SP140 nuclear body protein like [Source:HGNC Symbol;Acc:HGNC:25105]
ILMN_1658861,ENSG00000145002,FAM86B2,family with sequence similarity 86 member B2 [Source:HGNC Symbol;Acc:HGNC:32222]
ILMN_1658861,ENSG00000186523,FAM86B1,family with sequence similarity 86 member B1 [Source:HGNC Symbol;Acc:HGNC:28268]
ILMN_1658868,ENSG00000267091,CTBP2P7,CTBP2 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:45199]
ILMN_1658869,None,None,None
ILMN_1658874,ENSG00000159202,UBE2Z,ubiquitin conjugating enzyme E2 Z [Source:HGNC Symbol;Acc:HGNC:25847]
ILMN_1658883,None,None,None
ILMN_1658884,ENSG00000058063,ATP11B,ATPase phospholipid transporting 11B (putative) [Source:HGNC Symbol;Acc:HGNC:13553]
ILMN_1658885,ENSG00000164535,DAGLB,diacylglycerol lipase beta [Source:HGNC Symbol;Acc:HGNC:28923]
ILMN_1658902,ENSG00000177030,DEAF1,DEAF1 transcription factor [Source:HGNC Symbol;Acc:HGNC:14677]
ILMN_1658904,ENSG00000237456,AC104849.1,"inhibitor of DNA binding 2, dominant negative helix-loop-helix protein (ID2) pseudogene"
ILMN_1658909,None,None,None
ILMN_1658911,ENSG00000177879,AP3S1,adaptor related protein complex 3 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:2013]
ILMN_1658920,ENSG00000175471,MCTP1,multiple C2 and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26183]
ILMN_1658928,ENSG00000172354,GNB2,G protein subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:4398]
ILMN_1658940,ENSG00000109832,DDX25,DEAD-box helicase 25 [Source:HGNC Symbol;Acc:HGNC:18698]
ILMN_1658950,None,None,None
ILMN_1658957,ENSG00000223972,DDX11L1,DEAD/H-box helicase 11 like 1 [Source:HGNC Symbol;Acc:HGNC:37102]
ILMN_1658962,ENSG00000043462,LCP2,lymphocyte cytosolic protein 2 [Source:HGNC Symbol;Acc:HGNC:6529]
ILMN_1658964,None,None,None
ILMN_1658965,ENSG00000204681,GABBR1,gamma-aminobutyric acid type B receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:4070]
ILMN_1658972,ENSG00000288437,AC108479.4,lysine-rich coiled-coil 1 pseudogene (KRCC1)
ILMN_1658978,None,None,None
ILMN_1658992,ENSG00000000419,DPM1,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]"
ILMN_1658995,ENSG00000123130,ACOT9,acyl-CoA thioesterase 9 [Source:HGNC Symbol;Acc:HGNC:17152]
ILMN_1659017,ENSG00000166352,C11orf74,chromosome 11 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:25142]
ILMN_1659024,ENSG00000133069,TMCC2,transmembrane and coiled-coil domain family 2 [Source:HGNC Symbol;Acc:HGNC:24239]
ILMN_1659026,ENSG00000147669,POLR2K,RNA polymerase II subunit K [Source:HGNC Symbol;Acc:HGNC:9198]
ILMN_1659027,ENSG00000117394,SLC2A1,solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005]
ILMN_1659029,ENSG00000205593,DENND6B,DENN domain containing 6B [Source:HGNC Symbol;Acc:HGNC:32690]
ILMN_1659047,ENSG00000272196,H2AC19,H2A clustered histone 19 [Source:HGNC Symbol;Acc:HGNC:29668]
ILMN_1659054,ENSG00000100288,CHKB,choline kinase beta [Source:HGNC Symbol;Acc:HGNC:1938]
ILMN_1659058,ENSG00000204569,PPP1R10,protein phosphatase 1 regulatory subunit 10 [Source:HGNC Symbol;Acc:HGNC:9284]
ILMN_1659075,ENSG00000204252,HLA-DOA,"major histocompatibility complex, class II, DO alpha [Source:HGNC Symbol;Acc:HGNC:4936]"
ILMN_1659077,ENSG00000102245,CD40LG,CD40 ligand [Source:HGNC Symbol;Acc:HGNC:11935]
ILMN_1659082,ENSG00000139168,ZCRB1,zinc finger CCHC-type and RNA binding motif containing 1 [Source:HGNC Symbol;Acc:HGNC:29620]
ILMN_1659086,ENSG00000277586,NEFL,neurofilament light [Source:HGNC Symbol;Acc:HGNC:7739]
ILMN_1659086,ENSG00000283327,MIR6841,microRNA 6841 [Source:HGNC Symbol;Acc:HGNC:50070]
ILMN_1659095,ENSG00000213862,AC044787.1,ribosomal protein L7a (RPL7A) pseudogene
